srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,tat_in_days
2831344,C,7,500004,233,233,228,A,ADLD,500016,2018-01-16,2017-05-18,2018-02-02,4477,2018-02-05,13
2876740,Y,2,110018,233,233,131,B,ADLD,121102,2017-11-30,2017-11-28,2018-02-16,4147,2018-02-19,17
2876740,AN,2,110018,233,233,131,B,ADLD,121102,2017-11-30,2017-11-01,2018-02-16,4147,2018-02-19,15
2825811,AJ,2,110018,233,233,228,A,ADLD,110095,2017-08-11,2016-08-30,2018-01-31,4388,2018-02-05,12
2939552,AJ,7,500004,233,233,228,A,ADLD,500072,2017-07-14,2017-12-19,2018-03-05,4474,2018-03-12,11
3017902,AN,26,560066,233,233,131,A,ADLD,641016,2017-06-12,2017-06-09,2018-03-25,4495,2018-03-31,11
2827830,AD,2,110018,233,233,228,A,ADLD,110007,2017-09-09,2016-10-22,2018-02-01,4148,2018-02-08,12
2849595,G,8,700064,233,233,131,A,ADLD,700110,2017-11-16,2017-11-16,2018-02-07,4504,2018-02-09,13
2865640,AN,21,110015,233,233,131,B,ADLD,140604,2018-01-23,2017-02-23,2018-02-13,4580,2018-02-16,13
2838996,Y,8,700064,233,233,131,C,ADLD,751023,2018-01-31,2018-01-18,2018-02-04,4508,2018-02-21,18
2900307,AN,21,110015,233,233,131,C,ADLD,126112,2018-01-09,2017-07-06,2018-02-23,4580,2018-03-06,14
2889316,R,1,400059,233,233,131,A,ADLD,110005,2017-08-11,2016-10-24,2018-02-20,4011,2018-02-23,15
2889316,S,1,400059,233,233,131,A,ADLD,110005,2017-08-11,2017-04-29,2018-02-20,4011,2018-02-23,15
2943416,AJ,7,500004,233,233,228,A,ADLD,500020,2017-09-06,2017-06-06,2018-03-05,4474,2018-03-14,11
2948481,AJ,2,110018,233,233,131,A,ADLD,122015,2017-01-12,2017-01-12,2018-03-07,4388,2018-03-12,11
2989410,AN,22,400104,233,233,131,A,ADLD,411001,2017-05-09,2017-05-05,2018-03-16,4581,2018-03-20,10
2964532,AI,8,700064,233,233,131,C,ADLD,753004,2018-02-07,2018-02-07,2018-03-10,4499,2018-03-20,14
3000758,C,5,380009,233,233,228,A,ADLD,382350,2017-06-03,2017-04-27,2018-03-20,4546,2018-03-24,11
2994710,AD,2,110018,308,233,131,A,ADLD,122011,2016-12-24,2016-12-20,2018-03-19,4148,2018-03-23,11
2949498,AD,2,110018,233,233,131,A,ADLD,110059,2017-07-10,2016-06-29,2018-03-07,4148,2018-03-19,11
3044534,AN,7,500004,233,233,228,A,ADLD,500085,2018-02-17,2017-02-27,2018-04-01,4403,2018-04-04,11
2993698,C,1,400059,233,233,131,A,ADLD,400709,2016-10-24,2016-10-18,2018-03-18,4545,2018-03-24,11
3011727,J,2,110018,233,233,131,B,ADLD,515002,2017-01-04,2017-12-27,2018-03-23,5138,2018-03-27,12
3055322,AJ,27,110034,233,233,228,A,ADLD,110065,2017-07-06,2017-07-01,2018-04-04,4388,2018-04-07,10
3029768,AE,8,700064,233,233,131,C,ADLD,753002,2017-12-19,2017-12-19,2018-03-28,4503,2018-04-04,13
3017686,AI,3,560011,308,245,131,A,ADLD,560078,2018-02-01,2018-02-01,2018-03-25,4460,2018-03-27,10
2879594,AJ,6,160059,201,233,131,D,ADLD,133301,2017-03-16,2017-03-12,2018-02-17,4437,2018-02-28,15
2862468,AN,2,110018,233,245,131,A,ADLD,110052,2016-12-12,2016-12-10,2018-02-12,4147,2018-02-17,13
2939972,C,1,400059,233,233,131,A,ADLD,400063,2017-03-19,2017-03-17,2018-03-05,4545,2018-03-16,12
2904793,AI,2,110018,233,233,131,A,ADLD,110027,2017-10-16,2017-10-15,2018-02-24,4388,2018-02-27,11
2931562,AN,17,800001,233,233,228,A,ADLD,800001,2018-02-03,2017-11-10,2018-03-03,4538,2018-03-05,11
3045774,AM,2,110018,233,233,131,C,ADLD,141003,2017-12-26,2017-12-26,2018-04-02,4092,2018-04-06,14
3018426,AN,26,560066,233,245,131,A,ADLD,560068,2017-05-03,2017-09-05,2018-03-25,5001,2018-03-30,9
2939567,AN,7,500004,233,233,131,B,ADLD,506015,2017-06-16,2017-06-14,2018-03-05,4403,2018-03-24,15
3003837,AN,21,110015,201,233,131,0,ADLD,334803,2018-02-26,2018-02-24,2018-03-21,4580,2018-03-27,16
2909761,Y,1,400059,233,233,131,A,ADLD,500054,2017-12-21,2017-09-21,2018-02-26,4581,2018-02-28,13
3005833,AN,6,160059,233,233,131,B,ADLD,160022,2017-06-23,2017-06-21,2018-03-22,4441,2018-03-26,13
2862765,AN,22,400104,233,245,131,A,ADLD,380018,2017-12-21,2017-12-09,2018-02-12,4581,2018-02-15,11
2939605,C,12,302006,233,233,131,B,ADLD,333026,2017-12-20,2017-12-18,2018-03-05,4453,2018-03-14,14
3047262,S,24,110092,233,233,228,A,ADLD,122018,2017-08-03,2017-06-01,2018-04-02,4150,2018-04-16,13
2889870,AN,3,560011,233,233,131,B,ADLD,575028,2017-10-19,2017-10-16,2018-02-20,4467,2018-03-03,15
3068424,AN,7,500004,233,233,131,A,ADLD,500072,2017-09-04,2017-02-24,2018-04-09,4403,2018-04-21,11
2822234,G,2,110018,233,233,228,A,ADLD,110029,2017-12-14,2017-08-02,2018-01-30,4153,2018-02-03,14
2836878,AN,4,600024,233,233,131,A,ADLD,600092,2017-12-27,2017-12-26,2018-02-03,4490,2018-02-08,12
2833768,C,8,700064,233,233,131,A,ADLD,700053,2017-05-08,2017-05-08,2018-02-03,4500,2018-02-07,13
2855488,C,3,560011,233,233,131,B,ADLD,590010,2016-10-10,2016-10-07,2018-02-09,4461,2018-02-14,15
2850936,AN,7,500004,233,233,131,C,ADLD,505001,2017-03-25,2017-03-23,2018-02-08,4403,2018-02-22,16
2897639,AN,22,400104,233,233,131,B,ADLD,431005,2017-06-03,2017-05-23,2018-02-22,4581,2018-02-24,14
2967979,AI,8,700064,233,0,131,A,ADLD,700102,2017-11-13,2017-11-11,2018-03-10,4499,2018-03-13,11
2982907,T,1,400059,233,233,228,B,ADLD,530002,2018-01-29,2017-09-19,2018-03-15,4011,2018-03-17,17
2930179,C,11,641012,201,233,131,A,ADLD,641047,2017-04-05,2017-04-04,2018-03-01,4492,2018-03-16,12
3007885,AJ,2,110018,233,233,228,A,ADLD,122015,2017-05-01,2017-02-11,2018-03-22,4388,2018-03-25,10
2928597,AN,3,560011,233,233,131,A,ADLD,560100,2018-02-19,2017-10-09,2018-03-01,5001,2018-03-10,10
3024887,AI,27,110034,233,233,131,A,ADLD,110019,2017-12-11,2017-12-11,2018-03-27,4388,2018-04-09,10
3076411,AN,7,500004,233,233,228,B,ADLD,503003,2018-02-05,2017-12-26,2018-04-11,4403,2018-04-13,13
3068209,AJ,23,400001,233,233,131,A,ADLD,380026,2018-03-03,2018-03-03,2018-04-09,4398,2018-04-10,10
2944927,AE,2,110018,233,245,131,A,ADLD,110096,2017-11-25,2017-11-25,2018-03-06,4093,2018-03-08,11
3083610,AN,21,110015,233,245,131,A,ADLD,110017,2017-04-29,2017-04-28,2018-04-14,4580,2018-04-22,9
2879408,AN,7,500004,233,233,131,C,ADLD,533437,2017-04-17,2017-04-14,2018-02-17,4403,2018-02-21,15
2987177,AN,26,560066,233,233,131,A,ADLD,560067,2017-08-14,2017-08-12,2018-03-16,5001,2018-03-19,9
2938325,AN,21,110015,233,233,131,B,ADLD,180010,2017-08-17,2017-08-14,2018-03-04,4580,2018-03-20,13
3007778,AI,23,400001,233,233,131,A,ADLD,400603,2018-03-05,2018-03-05,2018-03-22,4398,2018-03-26,10
3010179,AN,26,560066,233,233,131,A,ADLD,641034,2017-10-23,2017-10-18,2018-03-23,5001,2018-03-27,9
3003082,AN,26,560066,233,233,131,C,ADLD,571401,2017-07-15,2017-08-01,2018-03-21,5001,2018-04-12,12
2819175,AN,21,110015,233,233,131,A,ADLD,122001,2017-08-27,2017-03-08,2018-01-30,4580,2018-02-06,12
2819175,AN,21,110015,233,233,131,A,ADLD,122001,2017-08-27,2017-03-23,2018-01-30,4580,2018-02-06,12
2839454,AJ,7,500004,233,233,228,A,ADLD,500072,2017-09-08,2017-01-20,2018-02-05,4474,2018-02-11,12
2963643,C,2,110018,233,233,228,A,ADLD,122001,2018-02-20,2016-09-18,2018-03-10,4091,2018-03-19,13
2930716,AR,1,400059,233,233,131,A,ADLD,122001,2017-10-18,2017-10-05,2018-03-02,4011,2018-03-06,13
3043198,AD,2,110018,233,233,228,A,ADLD,122001,2017-05-04,2016-11-23,2018-03-31,4011,2018-04-07,11
2827647,AN,22,400104,233,233,131,A,ADLD,421503,2016-08-16,2016-08-03,2018-02-01,4581,2018-02-06,12
2856228,AN,22,400104,233,233,131,A,ADLD,400604,2017-05-21,2017-05-18,2018-02-09,4581,2018-02-12,12
2837253,AJ,2,110018,233,233,131,A,ADLD,110031,2017-12-23,2017-12-23,2018-02-03,4388,2018-02-10,12
2848376,C,5,380009,233,233,131,A,ADLD,380015,2017-11-21,2017-11-21,2018-02-07,4546,2018-02-09,12
2902574,AN,22,400104,233,233,131,B,ADLD,382421,2016-12-20,2016-12-17,2018-02-23,4581,2018-02-27,14
2986828,AJ,23,400001,233,233,131,A,ADLD,400077,2017-05-03,2017-05-03,2018-03-16,4398,2018-03-17,11
2931211,AN,17,800001,201,233,131,0,ADLD,815312,2017-03-11,2017-03-08,2018-03-03,4538,2018-03-07,17
3026787,AN,26,560066,233,233,131,A,ADLD,560030,2018-01-12,2018-01-11,2018-03-27,5001,2018-03-31,8
2971272,AI,8,700064,233,233,131,C,ADLD,712306,2017-10-03,2017-09-29,2018-03-12,4499,2018-03-26,14
3023126,AN,7,500004,233,233,131,A,ADLD,500058,2017-04-10,2017-04-09,2018-03-26,4403,2018-04-04,11
3011764,C,2,110018,233,233,228,A,ADLD,110029,2018-02-15,2018-02-15,2018-03-23,4550,2018-04-06,10
3066588,AN,26,560066,308,233,131,A,ADLD,560103,2017-12-07,2017-12-06,2018-04-08,5001,2018-04-11,8
3063468,AN,21,110015,233,233,131,C,ADLD,121106,2017-11-24,2017-11-23,2018-04-07,4580,2018-04-12,12
3062147,AN,21,110015,233,233,131,A,ADLD,121002,2017-06-26,2017-06-24,2018-04-06,4580,2018-04-15,9
2949151,AN,22,400104,233,245,131,A,ADLD,380054,2017-04-27,2017-04-26,2018-03-07,4581,2018-03-09,11
3026006,AN,21,110015,233,245,131,A,ADLD,110018,2017-04-24,2017-04-22,2018-03-27,4580,2018-03-31,10
2824689,AI,10,226010,233,233,131,B,ADLD,282007,2017-11-22,2017-11-22,2018-01-31,4444,2018-02-09,14
3062849,AJ,25,560037,233,233,131,A,ADLD,600036,2017-06-29,2017-06-29,2018-04-07,4460,2018-04-11,10
2962522,AE,8,700064,233,233,131,B,ADLD,781008,2018-02-06,2018-02-06,2018-03-10,4503,2018-03-25,13
2837096,J,5,380009,233,245,131,B,ADLD,390018,2018-01-29,2018-01-21,2018-02-03,4017,2018-02-09,17
2866469,AN,4,600024,233,233,131,A,ADLD,600034,2017-05-15,2017-05-13,2018-02-13,4490,2018-02-16,12
2999306,AN,26,560066,308,233,131,A,ADLD,560068,2017-05-19,2017-05-17,2018-03-19,5001,2018-03-26,9
3026352,AE,2,110018,0,233,131,A,ADLD,110036,2017-12-20,2017-12-20,2018-03-27,4093,2018-03-29,11
3034495,C,3,560011,308,245,131,A,ADLD,560068,2017-08-05,2017-08-04,2018-03-29,4461,2018-04-14,11
2979308,AJ,25,560037,308,233,228,A,ADLD,560085,2017-10-18,2017-05-01,2018-03-14,4460,2018-03-21,11
3043062,AI,7,500004,233,233,131,B,ADLD,522002,2018-01-15,2018-01-15,2018-03-31,4474,2018-04-03,12
3058202,AI,6,160059,233,233,131,C,ADLD,143001,2018-01-19,2018-01-19,2018-04-05,4437,2018-04-12,12
3005821,C,4,600024,233,233,228,A,ADLD,600118,2017-10-24,2016-05-19,2018-03-22,4483,2018-04-08,12
2890369,AN,21,110015,201,233,131,0,ADLD,285201,2018-01-06,2018-01-04,2018-02-20,4580,2018-02-24,17
2850452,AN,7,500004,233,233,131,A,ADLD,500032,2017-02-18,2017-02-17,2018-02-07,4403,2018-02-10,13
2839276,C,2,110018,233,233,228,A,ADLD,121003,2017-11-07,2017-11-04,2018-02-05,4091,2018-02-08,14
2862040,AA,2,110018,233,233,228,B,ADLD,248001,2017-08-05,2017-08-05,2018-02-12,4150,2018-02-13,14
2865470,AA,12,302006,233,233,228,B,ADLD,334001,2018-01-17,2018-01-12,2018-02-13,4459,2018-02-17,13
2844562,AN,22,400104,233,233,131,A,ADLD,380058,2017-12-12,2017-12-11,2018-02-06,4581,2018-02-14,12
2902631,AN,8,700064,233,233,228,A,ADLD,700090,2017-07-26,2017-07-22,2018-02-23,4508,2018-02-26,12
2906764,AN,11,641012,201,233,131,A,ADLD,641004,2017-03-02,2017-02-15,2018-02-25,4495,2018-02-27,12
2907788,S,9,411016,233,233,131,B,ADLD,440004,2018-02-02,2017-04-18,2018-02-26,4027,2018-03-01,17
2938306,AN,21,110015,233,233,131,A,ADLD,201014,2017-10-06,2017-10-01,2018-03-04,4580,2018-03-07,10
2884211,AI,8,700064,233,233,131,B,ADLD,734434,2017-10-23,2017-10-21,2018-02-19,4499,2018-02-26,14
2944874,AN,21,110015,233,233,228,B,ADLD,281004,2018-01-31,2018-01-31,2018-03-06,4580,2018-03-08,13
2922588,C,2,110018,233,233,228,A,ADLD,110029,2017-08-09,2017-01-30,2018-02-28,4094,2018-03-10,13
2994303,AN,21,110015,233,233,131,A,ADLD,110053,2017-05-19,2017-05-17,2018-03-18,4580,2018-03-20,10
2938302,U,2,110018,233,233,228,A,ADLD,500034,2017-05-20,2016-11-11,2018-03-04,4540,2018-03-15,13
2938302,U,2,110018,0,233,228,A,ADLD,500034,2017-05-20,2016-11-11,2018-03-04,4540,2018-03-15,13
2971263,C,8,700064,233,0,131,A,ADLD,700016,2017-05-24,2017-05-23,2018-03-12,4500,2018-03-13,11
2986449,AN,22,400104,201,233,131,D,ADLD,443001,2016-04-15,2016-04-11,2018-03-16,4581,2018-03-19,14
3034812,AJ,27,110034,233,233,228,A,ADLD,110041,2018-01-30,2017-12-12,2018-03-29,4388,2018-03-30,10
3021770,AN,21,110015,233,233,131,A,ADLD,110033,2017-07-04,2017-07-17,2018-03-26,4580,2018-03-29,10
2990336,P,3,560011,233,233,228,A,ADLD,560103,2018-02-09,2018-01-17,2018-03-17,4390,2018-03-26,13
3012139,C,3,560011,233,233,228,A,ADLD,560034,2018-01-18,2016-12-20,2018-03-23,4469,2018-03-23,11
3030427,AJ,27,110034,233,233,131,A,ADLD,302013,2017-06-02,2017-05-20,2018-03-28,4388,2018-04-02,10
3052836,L,2,110018,233,233,131,A,ADLD,121006,2017-07-04,2017-06-26,2018-04-04,5138,2018-04-11,9
3021600,AJ,8,700064,233,233,131,B,ADLD,722101,2017-06-15,2017-05-13,2018-03-26,4499,2018-04-04,13
2885481,AN,21,110015,233,233,228,A,ADLD,226010,2018-02-03,2017-08-09,2018-02-19,4580,2018-02-22,11
2829865,AN,22,400104,233,233,131,A,ADLD,411061,2017-06-02,2017-06-01,2018-02-01,4581,2018-02-06,12
2840040,AN,4,600024,233,233,131,A,ADLD,600034,2017-02-21,2017-02-20,2018-02-05,4490,2018-02-09,13
2898386,C,12,302006,233,233,131,A,ADLD,302015,2017-12-17,2017-12-17,2018-02-22,4453,2018-02-26,12
2999996,AN,21,110015,233,233,131,C,ADLD,301001,2017-07-10,2017-07-06,2018-03-20,4580,2018-03-29,13
3000052,AN,21,110015,233,233,131,B,ADLD,324010,2017-09-09,2017-09-05,2018-03-20,4580,2018-03-23,12
2857231,AJ,3,560011,233,245,131,A,ADLD,560032,2017-05-02,2017-05-02,2018-02-09,4460,2018-02-12,12
2900532,AJ,9,411016,233,233,228,B,ADLD,440026,2017-08-17,2017-08-17,2018-02-23,4021,2018-03-08,16
2885279,AN,22,400104,233,233,131,B,ADLD,440002,2017-09-29,2018-03-06,2018-02-19,4581,2018-02-21,14
2986336,C,2,110018,308,233,228,A,ADLD,122018,2018-02-25,2017-05-17,2018-03-16,4550,2018-03-22,10
2941793,AN,8,700064,233,233,131,A,ADLD,700007,2017-05-09,2017-03-16,2018-03-05,4508,2018-04-01,12
3006574,AN,21,110015,233,233,131,C,ADLD,141001,2017-09-13,2017-07-01,2018-03-22,4580,2018-04-05,13
2838277,AN,21,110015,201,233,131,D,ADLD,126113,2018-01-18,2017-11-16,2018-02-04,4673,2018-02-10,15
3019777,C,2,110018,233,233,228,A,ADLD,122001,2018-03-08,2017-05-16,2018-03-26,4091,2018-03-28,12
2826750,AE,2,110018,233,233,131,A,ADLD,110053,2017-02-14,2017-02-13,2018-01-31,4093,2018-02-03,13
2827847,AJ,8,700064,233,233,131,A,ADLD,700059,2017-05-09,2017-05-09,2018-02-01,4499,2018-02-09,12
2861823,AN,22,400104,201,233,131,D,ADLD,424310,2018-01-25,2017-10-11,2018-02-12,4581,2018-02-20,15
2883470,AN,21,110015,201,233,131,0,ADLD,283203,2018-02-01,2018-01-23,2018-02-18,4580,2018-02-21,17
2941796,AJ,8,700064,201,233,228,0,ADLD,754210,2017-12-15,2017-12-10,2018-03-05,4499,2018-03-07,17
2966292,AN,21,110015,233,233,131,A,ADLD,201301,2017-07-06,2017-07-04,2018-03-10,4580,2018-03-13,10
2891641,Z,5,380009,233,233,228,B,ADLD,390011,2017-08-13,2017-07-11,2018-02-20,4392,2018-02-24,17
2984739,AN,8,700064,233,233,131,A,ADLD,700157,2017-04-17,2017-04-15,2018-03-15,4508,2018-03-17,11
2969899,AN,21,110015,233,233,131,A,ADLD,110041,2018-02-21,2018-02-19,2018-03-11,4580,2018-03-20,10
2896172,H,1,400059,233,233,228,C,ADLD,490006,2018-02-04,2017-04-15,2018-02-22,4011,2018-03-06,17
2993211,AJ,23,400001,233,233,228,A,ADLD,380006,2017-12-15,2017-12-12,2018-03-17,4398,2018-03-21,10
2984770,AN,22,400104,233,233,131,B,ADLD,403708,2017-04-04,2017-03-30,2018-03-15,4581,2018-03-22,13
3013577,AN,21,110015,233,233,131,A,ADLD,201306,2017-12-18,2017-12-03,2018-03-24,4580,2018-03-27,10
3023131,AN,22,400104,233,233,131,A,ADLD,382445,2017-06-23,2017-06-21,2018-03-26,4581,2018-03-28,10
3011273,AN,21,110015,233,233,131,A,ADLD,201301,2017-05-04,2017-04-29,2018-03-23,4580,2018-03-27,10
2945209,AB,1,400059,233,233,131,A,ADLD,800006,2017-08-20,2017-08-18,2018-03-06,4390,2018-03-08,11
3038848,AI,23,400001,233,233,131,A,ADLD,421505,2017-10-16,2017-10-16,2018-03-30,4398,2018-04-03,10
3056440,AN,22,400104,233,233,131,A,ADLD,400089,2017-05-23,2017-05-22,2018-04-05,4581,2018-04-07,10
3056440,AN,22,400104,0,233,131,A,ADLD,400089,2017-05-23,2017-05-22,2018-04-05,4581,2018-04-07,10
3045671,AN,22,400104,233,233,131,B,ADLD,424001,2017-06-07,2017-06-03,2018-04-02,4581,2018-04-06,12
3052204,AJ,25,560037,233,233,131,A,ADLD,560103,2017-12-23,2017-08-25,2018-04-03,4460,2018-04-09,10
3055386,Y,6,160059,233,233,131,C,ADLD,143401,2017-10-10,2017-09-24,2018-04-04,4441,2018-04-08,15
3057161,AJ,27,110034,233,233,228,A,ADLD,201304,2018-01-23,2017-02-19,2018-04-05,4388,2018-04-14,10
3067109,AA,24,110092,233,233,131,A,ADLD,110053,2018-03-24,2017-03-31,2018-04-09,4150,2018-04-12,9
3049925,C,17,800001,233,0,131,A,ADLD,800004,2017-11-06,2017-11-03,2018-04-03,4409,2018-04-07,11
3062857,AN,21,110015,201,233,131,D,ADLD,182121,2017-08-09,2017-08-05,2018-04-07,4580,2018-04-14,13
3056427,C,2,110018,233,233,228,A,ADLD,110059,2018-01-04,2017-12-30,2018-04-05,4094,2018-04-11,12
3064345,AE,1,400059,233,233,131,A,ADLD,382440,2018-02-05,2018-02-05,2018-04-07,4015,2018-04-10,11
2875835,C,2,110018,233,245,131,A,ADLD,110092,2016-10-12,2016-10-07,2018-02-16,4550,2018-02-21,12
3012185,AN,26,560066,233,245,131,C,ADLD,576225,2017-12-01,2017-11-29,2018-03-23,5001,2018-03-30,11
2839905,AN,11,641012,201,201,131,0,ADLD,673570,2017-05-03,2017-04-26,2018-02-05,4495,2018-02-08,18
2872316,AJ,10,226010,233,233,131,B,ADLD,282007,2018-01-30,2017-05-10,2018-02-15,4444,2018-02-20,14
2866171,AI,10,226010,233,233,131,A,ADLD,226018,2017-10-03,2017-10-02,2018-02-13,4444,2018-02-21,12
3001167,AA,7,500004,233,233,228,A,ADLD,500081,2018-02-23,2018-02-22,2018-03-20,4479,2018-03-24,9
3053622,AE,2,110018,233,233,131,A,ADLD,110043,2018-02-28,2017-01-04,2018-04-04,4093,2018-04-06,10
2973038,AN,21,110015,233,233,131,A,ADLD,121005,2017-04-05,2017-04-03,2018-03-12,4580,2018-03-14,10
2892708,AN,22,400104,233,233,131,B,ADLD,395007,2017-07-24,2017-07-22,2018-02-21,4581,2018-02-28,14
3009328,AJ,8,700064,233,233,228,A,ADLD,700003,2018-02-03,2017-01-17,2018-03-22,4499,2018-03-26,10
3066639,AN,26,560066,233,233,131,A,ADLD,600116,2017-10-25,2017-10-24,2018-04-09,5001,2018-04-10,8
2973398,AN,22,400104,233,233,131,B,ADLD,440013,2018-02-02,2017-12-16,2018-03-13,4581,2018-03-16,13
3035413,AN,22,400104,308,233,131,A,ADLD,421301,2017-10-10,2017-10-09,2018-03-29,4581,2018-04-03,10
3046258,AN,26,560066,233,233,131,B,ADLD,583101,2017-04-27,2017-03-30,2018-04-02,5001,2018-04-07,11
3046258,AN,26,560066,233,233,131,B,ADLD,583101,2017-04-27,2017-04-14,2018-04-02,5001,2018-04-07,11
3057544,AI,6,160059,233,233,131,C,ADLD,143001,2018-01-02,2018-01-02,2018-04-05,4437,2018-04-12,12
2923665,AN,21,110015,233,233,131,A,ADLD,160055,2017-04-18,2017-04-15,2018-02-28,4580,2018-03-11,11
2941806,C,8,700064,233,233,228,C,ADLD,723101,2018-02-28,2018-02-28,2018-03-05,4500,2018-03-13,15
2835351,AN,21,110015,233,233,228,A,ADLD,122001,2018-01-18,2017-03-29,2018-02-03,4580,2018-02-05,11
2854549,AN,2,110018,233,233,131,A,ADLD,110085,2017-04-11,2018-03-07,2018-02-09,4580,2018-02-13,11
2906383,AJ,2,110018,233,233,228,A,ADLD,122001,2017-08-07,2017-05-02,2018-02-25,4388,2018-02-26,11
3042588,AN,21,110015,233,233,131,A,ADLD,110085,2016-08-10,2016-07-27,2018-03-31,4580,2018-04-11,10
2892293,AN,22,400104,233,245,131,B,ADLD,390007,2016-05-18,2016-05-01,2018-02-21,4581,2018-02-28,14
2839794,AN,22,400104,233,233,131,A,ADLD,401105,2017-12-11,2017-12-09,2018-02-05,4019,2018-02-08,14
2831240,AN,22,400104,233,233,131,A,ADLD,380054,2017-06-23,2017-06-21,2018-02-02,4581,2018-02-09,12
2823208,H,6,160059,233,233,131,B,ADLD,134116,2017-01-05,2017-01-05,2018-01-31,4441,2018-02-02,15
2879069,AN,2,110018,233,233,131,A,ADLD,110041,2017-03-11,2017-03-08,2018-02-16,4147,2018-02-21,13
2872970,C,2,110018,233,233,131,A,ADLD,110058,2017-02-27,2017-02-26,2018-02-15,4094,2018-02-17,13
2884715,AN,21,110015,233,233,131,A,ADLD,201301,2017-04-11,2017-04-07,2018-02-19,4580,2018-02-21,11
2907428,AN,22,400104,233,233,131,B,ADLD,390019,2017-08-09,2017-08-02,2018-02-26,4581,2018-02-27,13
2940561,AJ,23,400001,233,233,131,A,ADLD,411037,2017-08-11,2017-08-10,2018-03-05,4398,2018-03-09,11
2930221,AN,21,110015,233,233,131,A,ADLD,110070,2017-04-14,2017-04-12,2018-03-01,4580,2018-03-08,11
2844565,C,1,400059,233,233,131,A,ADLD,400055,2017-11-30,2017-11-30,2018-02-06,4010,2018-02-24,15
2946974,AN,21,110015,233,233,131,A,ADLD,110005,2017-05-22,2017-05-20,2018-03-06,4580,2018-03-10,10
2934478,AN,7,500004,233,233,131,A,ADLD,500036,2018-01-05,2018-01-03,2018-03-03,4403,2018-03-08,12
2940404,Y,9,411016,233,233,131,A,ADLD,411039,2018-02-10,2017-09-22,2018-03-05,4581,2018-03-08,13
2940214,C,3,560011,233,233,131,A,ADLD,560001,2016-10-19,2016-10-18,2018-03-05,4461,2018-03-12,12
2974154,AJ,2,110018,233,233,131,A,ADLD,110092,2018-01-10,2017-10-17,2018-03-13,4388,2018-03-15,10
2982967,AN,22,400104,233,233,131,A,ADLD,400055,2017-11-10,2017-11-09,2018-03-15,4581,2018-03-19,10
2979907,AE,7,500004,233,233,131,A,ADLD,500070,2017-12-04,2017-12-04,2018-03-14,4476,2018-03-17,10
2972132,AN,22,400104,233,233,131,B,ADLD,382421,2017-10-06,2017-09-30,2018-03-12,4581,2018-03-19,13
2987423,AN,22,400104,233,233,131,B,ADLD,364001,2018-02-21,2018-02-11,2018-03-16,4581,2018-03-21,13
2991760,C,2,110018,233,233,228,A,ADLD,121003,2017-11-24,2017-11-24,2018-03-17,4091,2018-03-22,12
2940313,AN,17,800001,233,233,131,C,ADLD,826004,2017-12-19,2017-12-18,2018-03-05,4538,2018-03-20,15
2962239,AJ,2,110018,233,233,228,A,ADLD,201304,2017-08-02,2017-05-02,2018-03-10,4388,2018-03-25,11
2959975,AN,21,110015,233,233,228,A,ADLD,201306,2018-01-24,2017-08-17,2018-03-09,4154,2018-03-25,12
2912550,C,3,560011,233,233,228,A,ADLD,560030,2017-06-11,2018-04-20,2018-02-27,4469,2018-04-08,13
2977462,AJ,5,380009,233,245,131,0,ADLD,0,2017-05-09,2017-05-06,2018-03-13,4546,2018-03-24,16
2977462,C,5,380009,233,245,131,0,ADLD,0,2017-05-09,2017-05-08,2018-03-13,4546,2018-03-24,16
3060522,C,2,110018,233,245,228,A,ADLD,110028,2017-07-09,2016-06-01,2018-04-06,4094,2018-04-21,12
2855890,C,2,110018,233,233,228,A,ADLD,110017,2017-08-24,2016-04-29,2018-02-09,4550,2018-02-24,12
3015320,C,8,700064,233,233,228,A,ADLD,700047,2018-02-27,2018-02-21,2018-03-24,4511,2018-03-28,11
2944938,AN,17,800001,233,233,131,C,ADLD,815301,2016-12-03,2016-11-09,2018-03-06,4538,2018-03-12,14
3039904,AJ,25,560037,233,245,131,A,ADLD,560067,2018-02-28,2017-08-29,2018-03-30,4460,2018-04-04,10
2888590,C,7,500004,233,233,131,A,ADLD,500009,2017-11-19,2017-11-19,2018-02-20,4477,2018-02-22,12
2821550,AJ,2,110018,233,233,131,A,ADLD,121001,2017-10-18,2017-10-18,2018-01-30,4388,2018-02-13,12
2889864,AI,10,226010,233,233,131,B,ADLD,282001,2017-10-06,2017-10-05,2018-02-20,4444,2018-02-23,14
3062841,AN,22,400104,233,233,228,C,ADLD,492001,2017-11-28,2017-11-22,2018-04-07,4581,2018-04-12,12
2879880,AN,22,400104,233,233,131,A,ADLD,411062,2017-09-20,2017-09-15,2018-02-17,4581,2018-02-21,11
2839024,AN,21,110015,233,233,131,B,ADLD,132103,2017-09-28,2017-09-24,2018-02-04,4580,2018-02-08,14
2994083,AJ,25,560037,233,233,228,A,ADLD,560058,2017-12-29,2017-02-16,2018-03-18,4460,2018-03-20,10
2880919,AN,22,400104,201,233,131,0,ADLD,456006,2017-07-20,2016-10-24,2018-02-17,4581,2018-02-22,17
2880919,Y,22,400104,201,233,131,0,ADLD,456006,2017-07-20,2017-05-02,2018-02-17,4581,2018-02-22,19
